X1,X2,X3,X4,X5,X6,y
98.695,3,AGUIX,aorta,26285,2.700,0.685446896
87.439,3,AGUIX,aorta,26684,3.520,0.354026346
96.912,3,AGUIX,aorta,26375,3.230,0.574565357
70.055,4,AGUIX,aorta,26201,3.100,0.277300413
74.527,4,AGUIX,aorta,26608,2.900,0.470359585
75.500,4,AGUIX,aorta,26599,3.220,0.468507316
85.248,4,AGUIX,aorta,26285,2.700,0.412174809
77.672,4,AGUIX,aorta,26684,3.520,0.181794068
82.978,4,AGUIX,aorta,26375,3.230,0.356103178
58.229,5,AGUIX,aorta,26201,3.100,0.110713509
62.618,5,AGUIX,aorta,26608,2.900,0.308773439
66.179,5,AGUIX,aorta,26599,3.220,0.338779471
73.575,5,AGUIX,aorta,26285,2.700,0.261174551
69.372,5,AGUIX,aorta,26684,3.520,0.081077157
67.171,5,AGUIX,aorta,26375,3.230,0.117367524
57.410,1,AGUIX,vena cava,26201,3.100,0.114269239
53.798,1,AGUIX,vena cava,26608,2.900,0.35306714
50.551,1,AGUIX,vena cava,26599,3.220,0.264918682
102.110,1,AGUIX,vena cava,26285,2.700,0.49267074
NA,1,AGUIX,vena cava,26684,3.520,NA
75.469,1,AGUIX,vena cava,26375,3.230,0.12759452
86.269,2,AGUIX,vena cava,26201,3.100,0.450644608
91.745,2,AGUIX,vena cava,26608,2.900,0.699743271
98.300,2,AGUIX,vena cava,26599,3.220,0.829737947
111.396,2,AGUIX,vena cava,26285,2.700,0.823141327
107.219,2,AGUIX,vena cava,26684,3.520,0.595598231
99.392,2,AGUIX,vena cava,26375,3.230,0.499640002
80.870,3,AGUIX,vena cava,26201,3.100,0.380547814
88.495,3,AGUIX,vena cava,26608,2.900,0.628144336
95.324,3,AGUIX,vena cava,26599,3.220,0.795065875
103.475,3,AGUIX,vena cava,26285,2.700,0.756038186
84.985,3,AGUIX,vena cava,26684,3.520,0.307261841
96.961,3,AGUIX,vena cava,26375,3.230,0.439087951
73.823,4,AGUIX,vena cava,26201,3.100,0.276568957
79.752,4,AGUIX,vena cava,26608,2.900,0.50971192
87.767,4,AGUIX,vena cava,26599,3.220,0.543839583
88.127,4,AGUIX,vena cava,26285,2.700,0.507741727
77.904,4,AGUIX,vena cava,26684,3.520,0.236382566
87.902,4,AGUIX,vena cava,26375,3.230,0.331450842
58.906,5,AGUIX,vena cava,26201,3.100,0.10811835
62.330,5,AGUIX,vena cava,26608,2.900,0.285817214
75.513,5,AGUIX,vena cava,26599,3.220,0.362961247
74.291,5,AGUIX,vena cava,26285,2.700,0.275163517
67.335,5,AGUIX,vena cava,26684,3.520,0.098161614
67.933,5,AGUIX,vena cava,26375,3.230,0.078347061
-12.787,1,GBCA,left  renal cortex,26201,3.100,NA
163.170,1,GBCA,left  renal cortex,26608,2.900,NA
89.865,1,GBCA,left  renal cortex,26599,3.220,NA
77.363,1,GBCA,left  renal cortex,26285,2.700,NA
91.217,1,GBCA,left  renal cortex,26684,3.520,NA
62.623,1,GBCA,left  renal cortex,26375,3.230,NA
139.303,2,GBCA,left  renal cortex,26201,3.100,NA
100.917,2,GBCA,left  renal cortex,26608,2.900,NA
10.891,2,GBCA,left  renal cortex,26599,3.220,NA
116.171,2,GBCA,left  renal cortex,26285,2.700,NA
112.198,2,GBCA,left  renal cortex,26684,3.520,NA
94.109,2,GBCA,left  renal cortex,26375,3.230,NA
108.886,3,GBCA,left  renal cortex,26201,3.100,NA
93.582,3,GBCA,left  renal cortex,26608,2.900,NA
135.587,3,GBCA,left  renal cortex,26599,3.220,NA
112.519,3,GBCA,left  renal cortex,26285,2.700,NA
105.110,3,GBCA,left  renal cortex,26684,3.520,NA
82.150,3,GBCA,left  renal cortex,26375,3.230,NA
105.893,4,GBCA,left  renal cortex,26201,3.100,NA
79.536,4,GBCA,left  renal cortex,26608,2.900,NA
98.236,4,GBCA,left  renal cortex,26599,3.220,NA
96.522,4,GBCA,left  renal cortex,26285,2.700,NA
92.597,4,GBCA,left  renal cortex,26684,3.520,NA
86.226,4,GBCA,left  renal cortex,26375,3.230,NA
81.703,5,GBCA,left  renal cortex,26201,3.100,NA
NA,5,GBCA,left  renal cortex,26608,2.900,NA
78.625,5,GBCA,left  renal cortex,26599,3.220,NA
70.756,5,GBCA,left  renal cortex,26285,2.700,NA
75.016,5,GBCA,left  renal cortex,26684,3.520,NA
80.549,5,GBCA,left  renal cortex,26375,3.230,NA
106.614,1,AGUIX,left  renal cortex,26201,3.100,0.5867238
149.926,1,AGUIX,left  renal cortex,26608,2.900,1.253004
127.790,1,AGUIX,left  renal cortex,26599,3.220,0.7871528
106.707,1,AGUIX,left  renal cortex,26285,2.700,0.602963
NA,1,AGUIX,left  renal cortex,26684,3.520,NA
142.284,1,AGUIX,left  renal cortex,26375,3.230,1.116991
105.348,2,AGUIX,left  renal cortex,26201,3.100,0.4430499
118.403,2,AGUIX,left  renal cortex,26608,2.900,0.7031825
129.814,2,AGUIX,left  renal cortex,26599,3.220,1.086333
117.801,2,AGUIX,left  renal cortex,26285,2.700,0.7248371
177.531,2,AGUIX,left  renal cortex,26684,3.520,1.853962
107.566,2,AGUIX,left  renal cortex,26375,3.230,0.6617585
100.140,3,AGUIX,left  renal cortex,26201,3.100,0.5848485
118.702,3,AGUIX,left  renal cortex,26608,2.900,0.7982839
156.926,3,AGUIX,left  renal cortex,26599,3.220,1.453242
117.181,3,AGUIX,left  renal cortex,26285,2.700,0.792406
122.664,3,AGUIX,left  renal cortex,26684,3.520,1.067367
106.312,3,AGUIX,left  renal cortex,26375,3.230,0.6934646
111.796,4,AGUIX,left  renal cortex,26201,3.100,0.5931769
122.822,4,AGUIX,left  renal cortex,26608,2.900,0.8285179
158.988,4,AGUIX,left  renal cortex,26599,3.220,1.559394
126.952,4,AGUIX,left  renal cortex,26285,2.700,1.065038
149.181,4,AGUIX,left  renal cortex,26684,3.520,1.295464
138.081,4,AGUIX,left  renal cortex,26375,3.230,1.215118
84.931,5,AGUIX,left  renal cortex,26201,3.100,0.2910655
98.704,5,AGUIX,left  renal cortex,26608,2.900,0.3935101
144.799,5,AGUIX,left  renal cortex,26599,3.220,1.455606
129.456,5,AGUIX,left  renal cortex,26285,2.700,1.107845
137.871,5,AGUIX,left  renal cortex,26684,3.520,1.236469
112.564,5,AGUIX,left  renal cortex,26375,3.230,0.6529921
58.305,1,GBCA,left renal medulla,26201,3.100,NA
79.241,1,GBCA,left renal medulla,26608,2.900,NA
76.838,1,GBCA,left renal medulla,26599,3.220,NA
57.311,1,GBCA,left renal medulla,26285,2.700,NA
65.383,1,GBCA,left renal medulla,26684,3.520,NA
50.197,1,GBCA,left renal medulla,26375,3.230,NA
90.634,2,GBCA,left renal medulla,26201,3.100,NA
136.903,2,GBCA,left renal medulla,26608,2.900,NA
22.277,2,GBCA,left renal medulla,26599,3.220,NA
125.003,2,GBCA,left renal medulla,26285,2.700,NA
122.134,2,GBCA,left renal medulla,26684,3.520,NA
82.633,2,GBCA,left renal medulla,26375,3.230,NA
141.090,3,GBCA,left renal medulla,26201,3.100,NA
150.303,3,GBCA,left renal medulla,26608,2.900,NA
170.740,3,GBCA,left renal medulla,26599,3.220,NA
129.953,3,GBCA,left renal medulla,26285,2.700,NA
141.176,3,GBCA,left renal medulla,26684,3.520,NA
112.767,3,GBCA,left renal medulla,26375,3.230,NA
123.454,4,GBCA,left renal medulla,26201,3.100,NA
103.821,4,GBCA,left renal medulla,26608,2.900,NA
118.749,4,GBCA,left renal medulla,26599,3.220,NA
114.141,4,GBCA,left renal medulla,26285,2.700,NA
111.632,4,GBCA,left renal medulla,26684,3.520,NA
104.280,4,GBCA,left renal medulla,26375,3.230,NA
110.693,5,GBCA,left renal medulla,26201,3.100,NA
NA,5,GBCA,left renal medulla,26608,2.900,NA
98.574,5,GBCA,left renal medulla,26599,3.220,NA
85.433,5,GBCA,left renal medulla,26285,2.700,NA
82.715,5,GBCA,left renal medulla,26684,3.520,NA
97.390,5,GBCA,left renal medulla,26375,3.230,NA
106.614,1,AGUIX,left renal medulla,26201,3.100,0.1463187
149.926,1,AGUIX,left renal medulla,26608,2.900,0.3713527
127.790,1,AGUIX,left renal medulla,26599,3.220,0.1486607
106.707,1,AGUIX,left renal medulla,26285,2.700,0.1545865
NA,1,AGUIX,left renal medulla,26684,3.520,NA
142.284,1,AGUIX,left renal medulla,26375,3.230,0.5114407
105.348,2,AGUIX,left renal medulla,26201,3.100,0.06965517
118.403,2,AGUIX,left renal medulla,26608,2.900,1.089915
129.814,2,AGUIX,left renal medulla,26599,3.220,2.250226
117.801,2,AGUIX,left renal medulla,26285,2.700,0.5702703
177.531,2,AGUIX,left renal medulla,26684,3.520,0.5301863
107.566,2,AGUIX,left renal medulla,26375,3.230,0.8992273
100.140,3,AGUIX,left renal medulla,26201,3.100,1.872414
118.702,3,AGUIX,left renal medulla,26608,2.900,1.812881
156.926,3,AGUIX,left renal medulla,26599,3.220,1.937744
117.181,3,AGUIX,left renal medulla,26285,2.700,1.169392
122.664,3,AGUIX,left renal medulla,26684,3.520,1.767064
106.312,3,AGUIX,left renal medulla,26375,3.230,1.300136
111.796,4,AGUIX,left renal medulla,26201,3.100,2.909885
122.822,4,AGUIX,left renal medulla,26608,2.900,1.543136
158.988,4,AGUIX,left renal medulla,26599,3.220,2.572707
126.952,4,AGUIX,left renal medulla,26285,2.700,2.24473
149.181,4,AGUIX,left renal medulla,26684,3.520,1.995131
138.081,4,AGUIX,left renal medulla,26375,3.230,2.110091
84.931,5,AGUIX,left renal medulla,26201,3.100,1.628046
98.704,5,AGUIX,left renal medulla,26608,2.900,0.6077966
144.799,5,AGUIX,left renal medulla,26599,3.220,2.349098
129.456,5,AGUIX,left renal medulla,26285,2.700,2.634189
137.871,5,AGUIX,left renal medulla,26684,3.520,2.251408
112.564,5,AGUIX,left renal medulla,26375,3.230,1.286409
55.347,1,GBCA,left renal pelvis,26201,3.100,NA
64.267,1,GBCA,left renal pelvis,26608,2.900,NA
67.090,1,GBCA,left renal pelvis,26599,3.220,NA
61.009,1,GBCA,left renal pelvis,26285,2.700,NA
59.286,1,GBCA,left renal pelvis,26684,3.520,NA
49.353,1,GBCA,left renal pelvis,26375,3.230,NA
63.554,2,GBCA,left renal pelvis,26201,3.100,NA
112.944,2,GBCA,left renal pelvis,26608,2.900,NA
-19.430,2,GBCA,left renal pelvis,26599,3.220,NA
113.197,2,GBCA,left renal pelvis,26285,2.700,NA
87.493,2,GBCA,left renal pelvis,26684,3.520,NA
62.826,2,GBCA,left renal pelvis,26375,3.230,NA
86.808,3,GBCA,left renal pelvis,26201,3.100,NA
229.300,3,GBCA,left renal pelvis,26608,2.900,NA
247.875,3,GBCA,left renal pelvis,26599,3.220,NA
196.916,3,GBCA,left renal pelvis,26285,2.700,NA
171.268,3,GBCA,left renal pelvis,26684,3.520,NA
104.898,3,GBCA,left renal pelvis,26375,3.230,NA
216.860,4,GBCA,left renal pelvis,26201,3.100,NA
179.056,4,GBCA,left renal pelvis,26608,2.900,NA
145.385,4,GBCA,left renal pelvis,26599,3.220,NA
161.446,4,GBCA,left renal pelvis,26285,2.700,NA
154.151,4,GBCA,left renal pelvis,26684,3.520,NA
190.000,4,GBCA,left renal pelvis,26375,3.230,NA
179.808,5,GBCA,left renal pelvis,26201,3.100,NA
NA,5,GBCA,left renal pelvis,26608,2.900,NA
150.740,5,GBCA,left renal pelvis,26599,3.220,NA
141.836,5,GBCA,left renal pelvis,26285,2.700,NA
136.893,5,GBCA,left renal pelvis,26684,3.520,NA
195.175,5,GBCA,left renal pelvis,26375,3.230,NA
56.189,1,AGUIX,left renal pelvis,26201,3.100,0.000176211
71.100,1,AGUIX,left renal pelvis,26608,2.900,0.01622222
78.056,1,AGUIX,left renal pelvis,26599,3.220,0.02306452
69.358,1,AGUIX,left renal pelvis,26285,2.700,0.006010363
NA,1,AGUIX,left renal pelvis,26684,3.520,NA
67.903,1,AGUIX,left renal pelvis,26375,3.230,0.04881944
67.919,2,AGUIX,left renal pelvis,26201,3.100,0.1202963
98.726,2,AGUIX,left renal pelvis,26608,2.900,0.3377885
135.357,2,AGUIX,left renal pelvis,26599,3.220,1.279481
68.856,2,AGUIX,left renal pelvis,26285,2.700,0.01122995
82.877,2,AGUIX,left renal pelvis,26684,3.520,0.1587654
96.260,2,AGUIX,left renal pelvis,26375,3.230,0.4991698
77.585,3,AGUIX,left renal pelvis,26201,3.100,0.3940741
167.769,3,AGUIX,left renal pelvis,26608,2.900,1.918173
240.513,3,AGUIX,left renal pelvis,26599,3.220,3.191948
94.406,3,AGUIX,left renal pelvis,26285,2.700,0.3900535
142.696,3,AGUIX,left renal pelvis,26684,3.520,1.418722
218.521,3,AGUIX,left renal pelvis,26375,3.230,2.344302
225.548,4,AGUIX,left renal pelvis,26201,3.100,2.788889
304.115,4,AGUIX,left renal pelvis,26608,2.900,4.000288
370.753,4,AGUIX,left renal pelvis,26599,3.220,5.395325
233.904,4,AGUIX,left renal pelvis,26285,2.700,2.788235
225.000,4,AGUIX,left renal pelvis,26684,3.520,2.961278
320.649,4,AGUIX,left renal pelvis,26375,3.230,4.537509
190.674,5,AGUIX,left renal pelvis,26201,3.100,2.291852
159.289,5,AGUIX,left renal pelvis,26608,2.900,1.477885
378.312,5,AGUIX,left renal pelvis,26599,3.220,5.372208
600.904,5,AGUIX,left renal pelvis,26285,2.700,8.989091
347.087,5,AGUIX,left renal pelvis,26684,3.520,5.098346
412.589,5,AGUIX,left renal pelvis,26375,3.230,5.691849
65.294,1,GBCA,right  renal cortex,26201,3.100,NA
147.872,1,GBCA,right  renal cortex,26608,2.900,NA
76.463,1,GBCA,right  renal cortex,26599,3.220,NA
106.276,1,GBCA,right  renal cortex,26285,2.700,NA
71.522,1,GBCA,right  renal cortex,26684,3.520,NA
53.258,1,GBCA,right  renal cortex,26375,3.230,NA
138.490,2,GBCA,right  renal cortex,26201,3.100,NA
109.161,2,GBCA,right  renal cortex,26608,2.900,NA
140.657,2,GBCA,right  renal cortex,26599,3.220,NA
124.414,2,GBCA,right  renal cortex,26285,2.700,NA
109.368,2,GBCA,right  renal cortex,26684,3.520,NA
89.771,2,GBCA,right  renal cortex,26375,3.230,NA
101.518,3,GBCA,right  renal cortex,26201,3.100,NA
100.969,3,GBCA,right  renal cortex,26608,2.900,NA
129.926,3,GBCA,right  renal cortex,26599,3.220,NA
124.837,3,GBCA,right  renal cortex,26285,2.700,NA
104.012,3,GBCA,right  renal cortex,26684,3.520,NA
89.846,3,GBCA,right  renal cortex,26375,3.230,NA
98.041,4,GBCA,right  renal cortex,26201,3.100,NA
89.418,4,GBCA,right  renal cortex,26608,2.900,NA
82.407,4,GBCA,right  renal cortex,26599,3.220,NA
97.088,4,GBCA,right  renal cortex,26285,2.700,NA
94.795,4,GBCA,right  renal cortex,26684,3.520,NA
85.523,4,GBCA,right  renal cortex,26375,3.230,NA
78.944,5,GBCA,right  renal cortex,26201,3.100,NA
NA,5,GBCA,right  renal cortex,26608,2.900,NA
77.446,5,GBCA,right  renal cortex,26599,3.220,NA
82.447,5,GBCA,right  renal cortex,26285,2.700,NA
71.151,5,GBCA,right  renal cortex,26684,3.520,NA
76.088,5,GBCA,right  renal cortex,26375,3.230,NA
110.521,1,AGUIX,right  renal cortex,26201,3.100,0.6306352
141.220,1,AGUIX,right  renal cortex,26608,2.900,0.9432258
105.342,1,AGUIX,right  renal cortex,26599,3.220,0.5545178
88.515,1,AGUIX,right  renal cortex,26285,2.700,0.3517179
NA,1,AGUIX,right  renal cortex,26684,3.520,NA
133.169,1,AGUIX,right  renal cortex,26375,3.230,0.8358991
102.286,2,AGUIX,right  renal cortex,26201,3.100,0.5469785
117.467,2,AGUIX,right  renal cortex,26608,2.900,0.6042186
114.382,2,AGUIX,right  renal cortex,26599,3.220,0.6559881
120.866,2,AGUIX,right  renal cortex,26285,2.700,0.7475919
160.041,2,AGUIX,right  renal cortex,26684,3.520,1.531062
116.114,2,AGUIX,right  renal cortex,26375,3.230,0.6672651
96.909,3,AGUIX,right  renal cortex,26201,3.100,0.3271302
119.084,3,AGUIX,right  renal cortex,26608,2.900,0.7696069
143.028,3,AGUIX,right  renal cortex,26599,3.220,1.245557
124.578,3,AGUIX,right  renal cortex,26285,2.700,0.8559905
134.394,3,AGUIX,right  renal cortex,26684,3.520,1.147156
115.691,3,AGUIX,right  renal cortex,26375,3.230,0.4929436
105.139,4,AGUIX,right  renal cortex,26201,3.100,0.5815929
125.096,4,AGUIX,right  renal cortex,26608,2.900,0.60186
147.700,4,AGUIX,right  renal cortex,26599,3.220,1.301605
131.510,4,AGUIX,right  renal cortex,26285,2.700,1.079146
107.600,4,AGUIX,right  renal cortex,26684,3.520,0.633875
144.792,4,AGUIX,right  renal cortex,26375,3.230,1.132088
84.035,5,AGUIX,right  renal cortex,26201,3.100,0.1092288
94.987,5,AGUIX,right  renal cortex,26608,2.900,0.2722148
148.721,5,AGUIX,right  renal cortex,26599,3.220,1.232481
138.889,5,AGUIX,right  renal cortex,26285,2.700,1.158648
87.881,5,AGUIX,right  renal cortex,26684,3.520,0.36675
114.067,5,AGUIX,right  renal cortex,26375,3.230,0.5673695
59.986,1,GBCA,right renal medulla,26201,3.100,NA
90.807,1,GBCA,right renal medulla,26608,2.900,NA
57.237,1,GBCA,right renal medulla,26599,3.220,NA
79.000,1,GBCA,right renal medulla,26285,2.700,NA
58.032,1,GBCA,right renal medulla,26684,3.520,NA
45.672,1,GBCA,right renal medulla,26375,3.230,NA
81.733,2,GBCA,right renal medulla,26201,3.100,NA
123.249,2,GBCA,right renal medulla,26608,2.900,NA
153.118,2,GBCA,right renal medulla,26599,3.220,NA
133.529,2,GBCA,right renal medulla,26285,2.700,NA
101.567,2,GBCA,right renal medulla,26684,3.520,NA
70.849,2,GBCA,right renal medulla,26375,3.230,NA
132.804,3,GBCA,right renal medulla,26201,3.100,NA
130.357,3,GBCA,right renal medulla,26608,2.900,NA
181.286,3,GBCA,right renal medulla,26599,3.220,NA
146.856,3,GBCA,right renal medulla,26285,2.700,NA
161.636,3,GBCA,right renal medulla,26684,3.520,NA
116.512,3,GBCA,right renal medulla,26375,3.230,NA
119.380,4,GBCA,right renal medulla,26201,3.100,NA
101.633,4,GBCA,right renal medulla,26608,2.900,NA
121.649,4,GBCA,right renal medulla,26599,3.220,NA
113.350,4,GBCA,right renal medulla,26285,2.700,NA
118.081,4,GBCA,right renal medulla,26684,3.520,NA
102.348,4,GBCA,right renal medulla,26375,3.230,NA
101.659,5,GBCA,right renal medulla,26201,3.100,NA
NA,5,GBCA,right renal medulla,26608,2.900,NA
105.960,5,GBCA,right renal medulla,26599,3.220,NA
96.529,5,GBCA,right renal medulla,26285,2.700,NA
98.358,5,GBCA,right renal medulla,26684,3.520,NA
98.981,5,GBCA,right renal medulla,26375,3.230,NA
64.579,1,AGUIX,right renal medulla,26201,3.100,0.02736842
110.891,1,AGUIX,right renal medulla,26608,2.900,0.2604082
69.877,1,AGUIX,right renal medulla,26599,3.220,0.0782716
63.636,1,AGUIX,right renal medulla,26285,2.700,0.05397351
NA,1,AGUIX,right renal medulla,26684,3.520,NA
70.361,1,AGUIX,right renal medulla,26375,3.230,0.07497797
80.810,2,AGUIX,right renal medulla,26201,3.100,0.2054023
125.550,2,AGUIX,right renal medulla,26608,2.900,0.6182143
168.767,2,AGUIX,right renal medulla,26599,3.220,1.66455
103.989,2,AGUIX,right renal medulla,26285,2.700,0.5598561
115.805,2,AGUIX,right renal medulla,26684,3.520,0.9552055
126.342,2,AGUIX,right renal medulla,26375,3.230,0.7938292
140.172,3,AGUIX,right renal medulla,26201,3.100,1.021839
141.532,3,AGUIX,right renal medulla,26608,2.900,1.2205
177.482,3,AGUIX,right renal medulla,26599,3.220,2.001746
132.511,3,AGUIX,right renal medulla,26285,2.700,0.9623022
185.723,3,AGUIX,right renal medulla,26684,3.520,2.373973
163.763,3,AGUIX,right renal medulla,26375,3.230,1.26551
153.006,4,AGUIX,right renal medulla,26201,3.100,1.427356
168.925,4,AGUIX,right renal medulla,26608,2.900,1.300357
206.944,4,AGUIX,right renal medulla,26599,3.220,2.46582
202.252,4,AGUIX,right renal medulla,26285,2.700,2.487626
129.730,4,AGUIX,right renal medulla,26684,3.520,1.12137
202.752,4,AGUIX,right renal medulla,26375,3.230,2.243967
108.448,5,AGUIX,right renal medulla,26201,3.100,0.4790805
109.200,5,AGUIX,right renal medulla,26608,2.900,0.4154286
172.757,5,AGUIX,right renal medulla,26599,3.220,1.797249
234.133,5,AGUIX,right renal medulla,26285,2.700,3.030791
132.706,5,AGUIX,right renal medulla,26684,3.520,1.042534
144.744,5,AGUIX,right renal medulla,26375,3.230,1.144298
49.411,1,GBCA,right renal pelvis,26201,3.100,NA
57.333,1,GBCA,right renal pelvis,26608,2.900,NA
47.658,1,GBCA,right renal pelvis,26599,3.220,NA
66.144,1,GBCA,right renal pelvis,26285,2.700,NA
55.463,1,GBCA,right renal pelvis,26684,3.520,NA
36.883,1,GBCA,right renal pelvis,26375,3.230,NA
68.590,2,GBCA,right renal pelvis,26201,3.100,NA
86.497,2,GBCA,right renal pelvis,26608,2.900,NA
120.509,2,GBCA,right renal pelvis,26599,3.220,NA
138.339,2,GBCA,right renal pelvis,26285,2.700,NA
76.195,2,GBCA,right renal pelvis,26684,3.520,NA
73.445,2,GBCA,right renal pelvis,26375,3.230,NA
82.573,3,GBCA,right renal pelvis,26201,3.100,NA
142.272,3,GBCA,right renal pelvis,26608,2.900,NA
236.141,3,GBCA,right renal pelvis,26599,3.220,NA
232.271,3,GBCA,right renal pelvis,26285,2.700,NA
115.995,3,GBCA,right renal pelvis,26684,3.520,NA
112.055,3,GBCA,right renal pelvis,26375,3.230,NA
173.023,4,GBCA,right renal pelvis,26201,3.100,NA
239.662,4,GBCA,right renal pelvis,26608,2.900,NA
144.245,4,GBCA,right renal pelvis,26599,3.220,NA
140.424,4,GBCA,right renal pelvis,26285,2.700,NA
152.411,4,GBCA,right renal pelvis,26684,3.520,NA
195.074,4,GBCA,right renal pelvis,26375,3.230,NA
159.860,5,GBCA,right renal pelvis,26201,3.100,NA
NA,5,GBCA,right renal pelvis,26608,2.900,NA
163.000,5,GBCA,right renal pelvis,26599,3.220,NA
140.017,5,GBCA,right renal pelvis,26285,2.700,NA
193.092,5,GBCA,right renal pelvis,26684,3.520,NA
153.285,5,GBCA,right renal pelvis,26375,3.230,NA
65.573,1,AGUIX,right renal pelvis,26201,3.100,0.000266667
78.459,1,AGUIX,right renal pelvis,26608,2.900,0.000382166
73.622,1,AGUIX,right renal pelvis,26599,3.220,0.06173228
65.030,1,AGUIX,right renal pelvis,26285,2.700,0.05636364
NA,1,AGUIX,right renal pelvis,26684,3.520,NA
81.961,1,AGUIX,right renal pelvis,26375,3.230,0.001576355
77.175,2,AGUIX,right renal pelvis,26201,3.100,0.07320755
77.585,2,AGUIX,right renal pelvis,26608,2.900,0.08721088
95.022,2,AGUIX,right renal pelvis,26599,3.220,0.3331852
88.250,2,AGUIX,right renal pelvis,26285,2.700,0.3822549
82.611,2,AGUIX,right renal pelvis,26684,3.520,0.1215929
106.736,2,AGUIX,right renal pelvis,26375,3.230,0.2859434
111.014,3,AGUIX,right renal pelvis,26201,3.100,0.5986792
130.517,3,AGUIX,right renal pelvis,26608,2.900,1.026395
231.244,3,AGUIX,right renal pelvis,26599,3.220,3.051556
100.020,3,AGUIX,right renal pelvis,26285,2.700,0.7026471
185.531,3,AGUIX,right renal pelvis,26684,3.520,1.953451
207.443,3,AGUIX,right renal pelvis,26375,3.230,2.127358
214.076,4,AGUIX,right renal pelvis,26201,3.100,2.487453
255.020,4,AGUIX,right renal pelvis,26608,2.900,2.817551
399.593,4,AGUIX,right renal pelvis,26599,3.220,5.66237
